CLIENTNUM,Customer_Age,Gender,Marital_Status,Dependent_count,Education_Level,Income_Category,cluster,segment,profile_description,Card_Category,recommended_card,upgrade_flag,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Revolving_Bal
711874833,45,M,Divorced,3,College,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5497,88,0.0,0
720989133,41,F,Married,2,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4596,82,0.661,1093
720893958,49,F,Single,4,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4215,53,0.647,999
769709058,60,M,Single,1,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4228,63,0.269,972
711005583,37,M,Single,3,High School,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5110,76,0.31,1064
826548708,50,M,Single,2,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4637,91,0.104,622
711093408,46,F,Married,2,Doctorate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4815,83,0.574,1517
712831908,59,F,Married,1,College,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4556,81,0.173,603
780222408,49,F,Unknown,5,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4444,83,0.637,2085
714181008,35,F,Married,0,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4509,71,0.484,1462
772346358,52,F,Single,3,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5047,79,0.0,0
710969433,41,F,Married,1,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4230,68,0.413,1201
715807383,45,F,Single,4,Post-Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5248,89,0.0,0
711807333,37,F,Single,2,College,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3948,84,0.0,0
816086508,47,F,Married,2,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4624,73,0.0,0
779536233,47,F,Divorced,4,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4669,83,0.418,601
710794983,41,F,Single,3,High School,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4705,78,0.244,1157
779890833,51,F,Divorced,2,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4866,65,0.0,0
779837808,53,F,Married,2,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5012,85,0.482,2500
709123908,43,F,Married,2,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4874,82,0.0,0
743800833,53,F,Married,3,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4505,85,0.497,1144
806415183,51,F,Married,0,Doctorate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4534,83,0.105,1432
794054058,50,F,Single,2,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4010,59,0.0,0
771907158,54,M,Married,5,Unknown,$120K +,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4667,88,0.51,1903
815789883,46,F,Single,3,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4728,81,0.346,861
712177908,50,F,Single,4,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4310,75,0.721,1763
793379058,48,F,Single,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5084,82,0.463,1025
720480183,45,F,Divorced,3,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4882,80,0.435,787
712974558,56,F,Single,2,College,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4546,89,0.0,0
712200033,44,F,Single,4,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4983,78,0.0,0
713563383,50,F,Single,3,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3862,80,0.493,952
802795608,54,F,Single,2,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4981,82,0.367,556
819690933,56,M,Single,1,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4059,80,0.053,897
717722958,43,M,Married,3,Uneducated,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4277,71,0.29,1349
716606733,33,F,Single,1,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4833,85,0.675,2054
716060358,53,F,Married,2,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4952,82,0.198,913
709158333,44,M,Single,4,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4244,96,0.167,461
721113333,54,F,Married,0,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4751,93,0.0,0
712620858,34,F,Married,4,Doctorate,Unknown,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,4572,60,0.233,1804
712855683,50,F,Married,2,Post-Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4906,89,0.399,1335
715463133,40,M,Single,5,High School,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3699,64,0.041,1427
716551533,47,F,Single,1,High School,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4779,86,0.766,2201
771220758,40,F,Single,3,Doctorate,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4614,83,0.725,2100
709920258,41,F,Divorced,3,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4531,73,0.19,1764
708959583,47,M,Married,2,High School,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3415,84,0.077,727
712510833,44,M,Married,3,College,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4121,81,0.091,847
710840433,34,M,Unknown,1,College,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3339,51,0.222,1656
788502858,58,M,Single,3,High School,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4431,68,0.195,1952
721139808,42,F,Single,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3889,80,0.461,1081
711375558,48,F,Single,2,Uneducated,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4540,78,0.564,1734
713798958,38,F,Single,3,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4643,87,0.735,1430
717651333,55,F,Single,2,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4562,67,0.669,1168
798489258,59,F,Divorced,1,Uneducated,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5557,82,0.323,1197
710742408,53,F,Married,2,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4518,93,0.952,2057
812089383,41,M,Single,5,Unknown,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4426,88,0.62,892
711968358,55,F,Single,4,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4153,77,0.539,1423
794227308,56,M,Married,2,College,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4493,79,0.14,1433
719845908,52,F,Single,3,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4803,83,0.0,0
716851908,58,F,Married,5,Unknown,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4784,70,0.539,1099
720599658,49,M,Married,1,Unknown,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5104,75,0.0,0
827442858,56,M,Divorced,3,High School,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3719,69,0.253,2051
779034708,60,F,Married,0,Doctorate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4939,71,0.09,970
769662033,45,F,Unknown,2,College,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5025,85,0.0,0
721020858,34,F,Single,1,College,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4220,66,0.614,1959
710838108,45,M,Married,2,Graduate,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4317,72,0.817,2517
713160258,54,F,Married,2,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4349,90,0.67,2033
778163508,37,F,Married,2,High School,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4938,70,0.199,1044
713785608,49,F,Single,1,Doctorate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4918,63,0.0,0
789491058,43,F,Married,4,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4570,82,0.0,0
793736958,49,M,Single,3,High School,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4410,86,0.073,1587
721479108,52,M,Single,1,Uneducated,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3332,64,0.0,0
715549158,29,F,Married,1,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4769,84,0.0,0
710308983,50,F,Unknown,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4148,83,0.766,2517
710981583,44,F,Single,5,Unknown,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5131,86,0.261,1015
716165508,51,M,Married,2,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4498,94,0.0,0
710630583,47,M,Single,3,High School,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3738,77,0.616,1752
709571958,58,F,Single,2,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4401,65,0.0,0
790115358,39,F,Single,2,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4588,77,0.559,2418
709078908,48,F,Single,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4926,89,0.581,1539
717541308,61,F,Single,2,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4838,85,0.554,1441
779916408,39,F,Single,4,Graduate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4934,70,0.0,0
714979383,56,M,Single,3,Graduate,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5255,77,0.6,1134
788930358,42,F,Single,4,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3891,81,0.671,1896
716351208,48,F,Married,3,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4175,77,0.615,2517
718858683,42,F,Married,1,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4511,76,0.0,0
771617883,54,F,Single,2,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4904,82,0.595,1313
718001508,41,F,Married,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4377,84,0.744,2150
708995283,50,F,Unknown,1,Graduate,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4871,75,0.22,2290
721173183,57,F,Married,2,Uneducated,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4984,85,0.794,1876
787466808,35,F,Married,0,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5329,82,0.836,2517
716116383,45,F,Married,1,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4682,77,0.495,2517
713257083,46,F,Married,4,Unknown,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4343,66,0.624,1202
772661808,56,M,Married,3,Graduate,$120K +,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5051,83,0.284,2055
713382558,57,F,Single,3,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4304,81,0.462,953
717596883,58,F,Single,0,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5270,78,0.223,1233
712993008,58,F,Single,1,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4533,68,0.493,1882
824763783,59,F,Single,0,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4251,76,0.426,1127
771730758,51,F,Single,1,High School,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4443,75,0.0,0
780265458,56,F,Single,2,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4466,85,0.408,1427
714256758,50,M,Single,2,Unknown,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4347,66,0.0,0
712171158,42,F,Married,2,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4986,79,0.0,0
788782008,49,F,Married,3,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Gold,Gold,False,4146,69,0.0,0
714987633,42,M,Married,3,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,4026,53,0.412,2039
717684858,50,M,Single,3,Uneducated,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5002,60,0.06,1333
767376483,27,F,Married,1,College,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5176,91,0.0,0
709901058,38,M,Single,1,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4185,80,0.521,1163
823149483,52,F,Single,1,Post-Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4643,76,0.0,0
780073158,59,M,Single,0,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4455,85,0.303,1149
779998083,33,M,Married,3,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4069,66,0.224,1429
816613158,48,F,Married,1,Doctorate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4117,69,0.592,1514
770774133,53,M,Single,3,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,4826,70,0.035,1198
712300683,41,F,Single,1,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4897,96,0.0,0
714536208,50,F,Married,3,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4203,73,0.677,1675
784880958,34,F,Single,4,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3776,84,0.418,1680
713784558,59,F,Single,1,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4833,77,0.268,941
781183233,44,F,Single,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3805,79,0.733,1528
718825908,60,F,Single,1,Doctorate,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4575,78,0.381,1448
714924483,60,F,Single,1,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4226,92,0.503,2327
779922183,52,F,Married,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4758,81,0.879,1981
712559058,54,M,Single,0,High School,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4765,76,0.073,1525
717853233,41,M,Married,2,College,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4772,76,0.214,706
790069233,45,F,Divorced,3,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4289,72,0.0,0
794576058,42,M,Married,3,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4070,76,0.158,1339
779877858,53,F,Unknown,2,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4428,80,0.645,1342
772334133,53,F,Married,1,Graduate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4583,86,0.0,0
714139308,53,M,Married,3,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4722,81,0.0,0
806634783,38,F,Married,2,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4267,75,0.411,1405
720101658,26,F,Single,0,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4614,70,0.325,1109
719925483,46,M,Married,4,Graduate,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4531,88,0.48,1043
719572833,57,F,Unknown,3,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5440,83,0.555,1550
720729108,32,F,Single,0,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5373,87,0.243,1080
819214233,43,F,Married,3,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5138,84,0.0,0
718896108,48,F,Unknown,3,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5014,84,0.0,0
713723433,52,F,Single,4,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4188,79,0.0,0
708514383,38,F,Married,2,College,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4314,81,0.308,1172
716961033,48,F,Single,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3630,78,0.611,2149
814181433,46,M,Married,5,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4242,64,0.43,1683
711984633,36,F,Married,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4373,89,0.839,1953
710662158,41,M,Married,4,Unknown,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2051,41,0.073,2517
711356733,45,F,Single,5,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4667,90,0.218,847
780727833,51,F,Single,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4526,95,0.779,2517
771471708,44,F,Unknown,2,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5097,77,0.577,1776
714320358,38,F,Single,2,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4126,56,0.501,1288
720700008,50,F,Single,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4686,81,0.495,2238
778228458,52,F,Single,3,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4943,70,0.768,1928
720537633,44,F,Married,3,Doctorate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4961,85,0.702,2139
763681908,34,F,Married,3,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5674,78,0.159,924
721164483,46,F,Married,2,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4894,84,0.446,642
715447008,50,F,Married,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5119,83,0.606,1817
769676358,38,M,Single,2,High School,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5066,76,0.91,1309
710487033,44,F,Married,2,High School,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4445,78,0.0,0
718488783,40,M,Unknown,3,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4821,66,0.354,1701
715663458,51,F,Married,4,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5016,88,0.287,651
717865008,51,F,Married,1,Unknown,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4425,81,0.325,468
771400608,56,F,Married,2,Graduate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4727,76,0.168,1375
708148158,39,F,Married,4,Unknown,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4207,86,0.0,0
720589008,47,F,Unknown,3,Doctorate,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4317,83,0.391,1594
784795083,31,F,Divorced,1,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4794,73,0.0,0
809844108,48,M,Single,2,Doctorate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4775,78,0.0,0
711521958,51,F,Single,2,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4660,68,0.948,1506
711833508,47,M,Single,2,High School,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4643,89,0.0,0
713146683,35,F,Unknown,1,High School,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5473,79,0.0,0
716968683,46,F,Single,5,High School,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5157,72,0.134,1513
771336783,51,F,Single,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4351,81,0.765,1345
714843483,57,F,Single,3,Uneducated,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5063,83,0.208,1493
712190358,48,F,Married,4,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5199,73,0.978,1802
788805858,49,M,Divorced,3,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4997,89,0.558,1218
712533708,43,M,Single,0,High School,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4894,85,0.0,0
720326733,55,M,Single,2,Graduate,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3761,58,0.053,865
713605908,49,M,Married,3,Graduate,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3863,69,0.038,1316
711598533,43,M,Married,1,High School,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3607,75,0.406,1729
795855258,48,F,Single,4,College,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5045,82,0.0,0
826783233,57,F,Single,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4750,89,0.731,2214
789228108,56,F,Single,4,Graduate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4378,86,0.144,1306
785230083,50,M,Single,2,Uneducated,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4905,80,0.708,2349
711011508,43,F,Single,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4387,91,0.476,771
718632933,58,F,Single,1,College,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4731,71,0.0,0
717284133,53,F,Married,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4520,84,0.725,2517
711701058,48,F,Married,4,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Silver,Gold,True,4892,94,0.134,1466
712228458,50,M,Unknown,2,Unknown,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4302,63,0.042,1083
719028783,42,F,Married,1,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4486,74,0.0,0
713274183,45,F,Single,1,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4182,85,0.284,1411
789218433,33,F,Married,3,Unknown,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4528,86,0.0,0
790139583,39,F,Divorced,0,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4386,64,0.557,801
720218658,40,F,Married,1,Unknown,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4501,96,0.224,756
747074058,47,F,Single,3,Unknown,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4758,81,0.23,1637
719170683,38,M,Single,1,Unknown,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4401,73,0.0,0
708753633,45,F,Married,3,Doctorate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4462,77,0.0,0
710780883,48,F,Single,5,Uneducated,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4610,78,0.597,1461
711333933,56,F,Single,3,Post-Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4586,72,0.552,1660
710797833,50,F,Married,5,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4360,95,0.414,841
720154533,53,F,Unknown,4,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5063,78,0.68,1643
780942633,49,M,Married,4,High School,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3552,68,0.38,1336
720034983,26,M,Unknown,0,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,4258,68,0.0,0
717307158,48,F,Single,3,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5331,79,0.709,1314
708876183,51,M,Single,1,High School,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,3722,69,0.0,0
715958583,56,F,Married,2,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3588,63,0.567,1158
771546708,46,F,Single,2,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5013,81,0.0,0
711252258,54,F,Single,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4148,54,0.627,985
